sku,name,brand,price,price_text
0100000079,"MITZUNO CUT OFF WHEEL 14"" - 355*3.0*25.4 (FOR S/S CUTTING GREEN)",NO BRAND,5.0000,$5.0000
010000008,CUT OFF WHEEL 100*1.2*16 - LICON( FOR S/S CUTTING GREEN ),NO BRAND,0.5556,$0.5556
010000009,CUT OFF WHEEL 100*1.2*16 - LICON( FOR S/S CUTTING BLACK ),NO BRAND,0.5093,$0.5093
010000011,CUT OFF WHEEL 100*2*16,NO BRAND,0.5093,$0.5093
010000013,CUT OFF WHEEL 125*2.2*22,NO BRAND,1.0648,$1.0648
0100000179,CUT OFF WHEEL 355*2.7*25.4 - LICON( FOR S/S CUTTING GREEN ),NO BRAND,3.6239,$3.6239
010000023,GRINDING DISC 100*6*16,NO BRAND,0.7870,$0.7870
010000901,SAND PAPER HOLDER,NO BRAND,3.8532,$3.8532
010000905,"POLISHING PAD HOLDER 4"" M10 COP.HEAD",NO BRAND,14.5872,$14.5872
01000092001,"BCL 6""X1"" NON STITCHED POLISHING BUFF - YELLOW CLOTH",BCL,12.0093,$12.0093
01000092002,"BCL 6""X1.5"" NON STITCHED POLISHING BUFF - YELLOW CLOTH",BCL,18.0093,$18.0093
01000092003,"BCL 6""X2"" NON STITCHED POLISHING BUFF - YELLOW CLOTH",BCL,24.0278,$24.0278
01000092011,"BCL 8""X1"" NON STITCHED POLISHING BUFF - YELLOW CLOTH",BCL,18.0093,$18.0093
01000092012,"BCL 8""X1.5"" NON STITCHED POLISHING BUFF - YELLOW CLOTH",BCL,35.0000,$35.0000
01000092013,"BCL 8""X2"" NON STITCHED POLISHING BUFF - YELLOW CLOTH",BCL,45.0000,$45.0000
01000092021,"BCL 6""X1"" NON STITCHED POLISHING BUFF-W  WHITE CLOTH",BCL,27.5463,$27.5463
01000092022,"BCL 6X1.5"" NON STITCHED POLISHING BUFF-W  WHITE CLOTH",BCL,22.0370,$22.0370
01000092031,"BCL 8""X1"" NON STITCHED POLISHING BUFF-W WHITE CLOTH",BCL,55.0000,$55.0000
01000092041,BCL NON WOVEN SCOURING MOP 8” X 2” - COARSE,NO BRAND,49.8611,$49.8611
01000092042,BCL NON WOVEN SCOURING MOP 8” X 2” - MEDIUM,NO BRAND,49.8611,$49.8611
01000092043,BCL NON WOVEN SCOURING MOP 8” X 2” - FINE,NO BRAND,49.8611,$49.8611
01000092101,"BCL 6""X1"" SCOURING MOP C",BCL,22.0370,$22.0370
01000092102,"BCL 6""X2"" SCOURING MOP C",BCL,43.2870,$43.2870
01000092111,"BCL 6""X1"" SCOURING MOP T",BCL,27.0833,$27.0833
01000092112,"BCL 6""X2"" SCOURING MOP T",BCL,43.2870,$43.2870
01000092121,"BCL 6""X1"" SCOURING MOP F",BCL,27.0833,$27.0833
01000092122,"BCL 6""X2"" SCOURING MOP F",BCL,43.2870,$43.2870
01000092131,"BCL 6""X1"" SCOURING MOP X-C(CL71)",BCL,22.0370,$22.0370
01000092132,"BCL 6""X2"" SCOURING MOP X-C(CL71)",BCL,45.0000,$45.0000
01000092201,"BCL FLAP DISC ZIRCONIA TYPE 4""* 5/8"" - GRIT:40",BCL,3.5185,$3.5185
01000092202,"BCL FLAP DISC ZIRCONIA TYPE 4""* 5/8"" - GRIT:60",BCL,3.5185,$3.5185
01000092205,"BCL FLAP DISC ZIRCONIA TYPE 4""* 5/8"" - GRIT:120",BCL,3.5185,$3.5185
01000092208,"BCL FLAP DISC ZIRCONIA TYPE 4""* 5/8"" - GRIT:240",BCL,3.5185,$3.5185
01000092209,"BCL FLAP DISC ZIRCONIA TYPE 4""* 5/8"" - GRIT:320",BCL,3.5185,$3.5185
01000092212,"BCL FLAP DISC CERAMIC TYPE 4""* 5/8"" - GRIT:60",BCL,5.0000,$5.0000
01000092213,"BCL FLAP DISC CERAMIC TYPE 4""* 5/8"" - GRIT:80",BCL,5.0000,$5.0000
01000092215,"BCL FLAP DISC CERAMIC TYPE 4""* 5/8"" - GRIT:120",BCL,5.0000,$5.0000
01000092222,"BCL FIBER DISC CERAMIC TYPE 4""* 5/8"" - GRIT:60",BCL,2.0093,$2.0093
01000092223,"BCL FIBER DISC CERAMIC TYPE 4""* 5/8"" - GRIT:80",BCL,2.0093,$2.0093
01000092501,BCL METAL POLISHING COMPOUND-BLUE HUBBLE,BCL,28.0000,$28.0000
010000998,"BCL POLISHING BUFF 4"" X 2 PLY-STITCHES",BCL,22.4299,$22.4299
010001000,"BCL POLISHING SISAL BUFF 6"" X 1PLY STITCHES - PM6X1P",BCL,12.0560,$12.0560
010001001,"BCL POLISHING SISAL BUFF 6"" X 2PLY STITCHES - PM6X2P",BCL,20.0040,$20.0040
0100010024,"BCL POLISHING SISAL BUFF 6"" X 4PLY STITCHES - PM6X4P",BCL,60.0020,$60.0020
010001003,"BCL POLISHING SISAL BUFF 8"" X 2 PLY-STITCHES - PM8X2P",BCL,18.0374,$18.0374
010001004,"BCL POLISHING SISAL BUFF 8"" X 3 PLY-STITCHES - PM8X3P",BCL,25.0000,$25.0000
010001005,"BCL POLISHING SISAL BUFF 8"" X 1PLY-STITCHES - PM8X1P",BCL,10.0000,$10.0000
010001201,"BCL FLAP WHEEL 6""X1"" G60 - FW6X1P60",BCL,17.3832,$17.3832
010001202,"BCL FLAP WHEEL 6""X1"" G80 - FW6X1P80",BCL,17.3832,$17.3832
010001203,"BCL FLAP WHEEL 6""X1"" G120 - FW6X1P120",BCL,17.3832,$17.3832
010001204,"BCL FLAP WHEEL 6""X1"" G150 - FW6X1P150",BCL,17.3832,$17.3832
010001205,"BCL FLAP WHEEL 6""X1"" G180 - FW6X1 P180",BCL,17.3832,$17.3832
010001206,"BCL FLAP WHEEL 6""X1"" G240 - FW6X1P240",BCL,21.4953,$21.4953
010001207,"BCL FLAP WHEEL 6""X1"" G320 - FW6X1P320",BCL,17.3832,$17.3832
010001212,"FLAP WHEEL 8""X1"" G120",NO BRAND,40.0000,$40.0000
010001239,"BCL FLAP WHEEL 6""X1"" #60 HS300",BCL,20.0000,$20.0000
010001240,"BCL FLAP WHEEL 6""X1"" #80 HS300",BCL,20.0000,$20.0000
010001301,POLISHING COMPOUND-GREEN,NO BRAND,9.1204,$9.1204
010001302,POLISHING COMPOUND-WHITE,NO BRAND,9.1204,$9.1204
010001303,POLISHING COMPOUND-BROWN,NO BRAND,9.1204,$9.1204
010001307,POLISHING 99 GREEN WAX COMPOUND HIGH GLOSS S/S,NO BRAND,11.9907,$11.9907
010001308,POLISHING 101 POLAC WAX COMPOUND  ACRYLIC / PLASTIC HIGH GLOSS,NO BRAND,11.9907,$11.9907
010001310,POLISHING 98 BLACK WAX COMPOUND,NO BRAND,10.0000,$10.0000
010001311,POLISHING 97 WHITE WAX COMPOUND,NO BRAND,15.0000,$15.0000
010001312,POLISHING 100 GREEN WAX COMPOUND-BBB,NO BRAND,16.0648,$16.0648
010001504,NEW LONGER GRINDING DISC 60GC,NO BRAND,4.6759,$4.6759
010001505,NEW LONGER GRINDING DISC 80GC,NO BRAND,4.6759,$4.6759
010001506,NEW LONGER GRINDING DISC 120GC,NO BRAND,4.6759,$4.6759
010001541,PVA GRINDING WHEEL 36 HI-LAP,NO BRAND,10.0000,$10.0000
010001542,PVA GRINDING WHEEL 46 HI-LAP,NO BRAND,10.0000,$10.0000
010001543,PVA GRINDING WHEEL 60 HI-LAP,NO BRAND,10.0000,$10.0000
010001544,PVA GRINDING WHEEL 80 HI-LAP,NO BRAND,10.0000,$10.0000
010001545,PVA GRINDING WHEEL 120 HI-LAP,NO BRAND,10.0000,$10.0000
010001546,PVA GRINDING WHEEL 220 HI-LAP,NO BRAND,10.0000,$10.0000
010001547,PVA GRINDING WHEEL 320 HI-LAP,NO BRAND,10.0000,$10.0000
010001548,PVA GRINDING WHEEL 500 HI-LAP,NO BRAND,10.0000,$10.0000
010001549,PVA GRINDING WHEEL 1000 HI-LAP,NO BRAND,10.0000,$10.0000
010001550,PVA GRINDING WHEEL 1500 HI-LAP,NO BRAND,10.0000,$10.0000
010001566,ANACA HI LAP WHEEL GRIT 320,NO BRAND,5.0000,$5.0000
010001567,ANACA HI LAP WHEEL GRIT 500,NO BRAND,5.0000,$5.0000
010001568,ANACA HI LAP WHEEL GRIT 1000,NO BRAND,5.0000,$5.0000
010001569,ANACA HI LAP WHEEL GRIT 1500,NO BRAND,5.0000,$5.0000
010001573,ANACA GRINDING WHEEL GREEN GRIT 60,NO BRAND,2.2222,$2.2222
010001574,ANACA GRINDING WHEEL GREEN GRIT 80,NO BRAND,2.2222,$2.2222
010001576,ANACA GRINDING WHEEL GREEN GRIT 120,NO BRAND,2.2222,$2.2222
010001581,MARBLE POLISHING DISC G30,NO BRAND,10.2804,$10.2804
010001582,MARBLE POLISHING DISC G50,NO BRAND,10.2804,$10.2804
010001583,MARBLE POLISHING DISC G100,NO BRAND,10.2804,$10.2804
0100015835,MARBLE POLISHING DISC G150,NO BRAND,10.2804,$10.2804
010001584,MARBLE POLISHING DISC G200,NO BRAND,10.2804,$10.2804
010001585,MARBLE POLISHING DISC G300,NO BRAND,10.2804,$10.2804
010001586,MARBLE POLISHING DISC G400,NO BRAND,10.2804,$10.2804
010001587,MARBLE POLISHING DISC G500,NO BRAND,10.2804,$10.2804
010001588,MARBLE POLISHING DISC G800,NO BRAND,10.2804,$10.2804
010001589,MARBLE POLISHING DISC G1000,NO BRAND,10.2804,$10.2804
010001590,MARBLE POLISHING DISC G1500,NO BRAND,10.0000,$10.0000
010001591,MARBLE POLISHING DISC G2000,NO BRAND,10.0000,$10.0000
010001592,MARBLE POLISHING DISC G3000,NO BRAND,10.0000,$10.0000
010001626,"HAIR LINE MOP 8""X1"" G150",NO BRAND,25.7290,$25.7290
010002011,GRINDER SCOURING MOP 6MM SHANK F  40X25X6MM,NO BRAND,6.5399,$6.5399
010002012,GRINDER SCOURING MOP 6MM SHANK T  40X25X6MM,NO BRAND,6.5420,$6.5420
0100020122,GRINDER SCOURING MOP 6MM SHANK C  40X25X6MM,NO BRAND,4.0187,$4.0187
010002013,GRINDER SCOURING MOP 6MM SHANK F  50X30X6MM,NO BRAND,4.8131,$4.8131
010002014,GRINDER SCOURING MOP 6MM SHANK T  50X30X6MM,NO BRAND,4.8131,$4.8131
0100020142,GRINDER SCOURING MOP 6MM SHANK C  50X30X6MM,NO BRAND,4.8131,$4.8131
010002023,"GRINDER DEBURRING DISC 3MM-GREY  SCOURING DISC 4""X1PLYX3MM",NO BRAND,4.0187,$4.0187
010002037,SHARPSTONE CUT OFF WHEEL-16MM BORE 100MMX2MMX16MM,NO BRAND,1.8691,$1.8691
010002038,SHARPSTONE CUT OFF WHEEL-20MM BORE 100MMX2MMX20MM,NO BRAND,1.8691,$1.8691
0100024001,JAWS POLISHING WOOL PAD- WHITE,JAWS,4.0000,$4.0000
0100024002,JAWS POLISHING WOOL PAD- BLACK,JAWS,4.0000,$4.0000
0100025001,"JAWS SUPER CUT NON WOVEN ROLL 6"" PER METER",JAWS,5.0000,$5.0000
0100025002,"JAWS MIRKA MIRLON NON WOVEN ROLL 6"" PER METER",JAWS,6.0000,$6.0000
0100025131,"JAWS MIRKA SANDING BELT 4"" X 36"" GRIT:40",JAWS,7.7570,$7.7570
0100025132,"JAWS MIRKA SANDING BELT 4"" X 36"" GRIT:60",JAWS,7.7570,$7.7570
0100025133,"JAWS MIRKA SANDING BELT 4"" X 36"" GRIT:80",JAWS,7.7570,$7.7570
0100025134,"JAWS MIRKA SANDING BELT 4"" X 36"" GRIT:100",JAWS,7.7570,$7.7570
0100025135,"JAWS MIRKA SANDING BELT 4"" X 36"" GRIT:120",JAWS,7.7570,$7.7570
0100025136,"JAWS MIRKA SANDING BELT 4"" X 36"" GRIT:150",JAWS,7.7570,$7.7570
0100025137,"JAWS MIRKA SANDING BELT 4"" X 36"" GRIT:180",JAWS,7.7570,$7.7570
0100025138,"JAWS MIRKA SANDING BELT 4"" X 36"" GRIT:220",JAWS,7.7570,$7.7570
0100025139,"JAWS MIRKA SANDING BELT 4"" X 36"" GRIT:240",JAWS,7.7570,$7.7570
0100025201,MIRKA POLARSHINE POLISHING COMPOUND C15-1L,MIRKA,45.0000,$45.0000
0100025203,MIRKA POLARSHINE T10-1L,MIRKA,45.0000,$45.0000
0100025301,"MIRKA POLARSHINE TWISTED WOOL 7""",MIRKA,22.0000,$22.0000
0100025302,"MIRKA POLARSHINE BLACK FOAM 7"" -2PPP",MIRKA,35.0000,$35.0000
0100025303,"MIRKA POLARSHINE LAMP WOOL 7""-2PPP",MIRKA,32.2430,$32.2430
0100025305,"MIRKA POLISHING LAMBWOOL 3""",MIRKA,15.0000,$15.0000
0100025400,"MIRKA CARAT SAND PAPER 9X11"" P120",MIRKA,0.4019,$0.4019
0100025401,"MIRKA CARAT SAND PAPER 9X11"" P150",MIRKA,0.4019,$0.4019
0100025405,"MIRKA CARAT SAND PAPER 9X11"" P240",MIRKA,0.4019,$0.4019
0100025502,"MIRKA GOLD VELCO SANDING DISC 5"" GRIT:60",MIRKA,1.2037,$1.2037
0100025504,"MIRKA GOLD VELCO SANDING DISC 5"" GRIT:100",MIRKA,1.2037,$1.2037
0100025505,"MIRKA GOLD VELCO SANDING DISC 5"" GRIT:120",MIRKA,1.0000,$1.0000
01000255053,"MIRKA GOLD VELCO SANDING DISC 5"" GRIT:150",MIRKA,1.0000,$1.0000
0100025506,"MIRKA GOLD VELCO SANDING DISC 5"" GRIT:180",MIRKA,1.0000,$1.0000
01000255063,"MIRKA GOLD VELCO SANDING DISC 5"" GRIT:240",MIRKA,1.0000,$1.0000
0100025509,"MIRKA GOLD VELCO SANDING DISC 5"" GRIT:320",MIRKA,1.0000,$1.0000
0100025510,"MIRKA GOLD VELCO SANDING DISC 5"" GRIT:400",MIRKA,1.0000,$1.0000
0100025513,"MIRKA GOLD VELCO SANDING DISC 5"" GRIT:600",MIRKA,1.2000,$1.2000
0100025514,"MIRKA GOLD VELCO SANDING DISC 5"" GRIT:800",MIRKA,1.0000,$1.0000
0100025515,"MIRKA GOLD VELCO SANDING DISC 5"" GRIT:1000",MIRKA,1.0000,$1.0000
0100025523,MIRKA GOLD STIKIT PAPER DISC ROLL P80 127MM (100PCS/ROLL),MIRKA,35.0000,$35.0000
010003002,FLAP DISC 4INCH GRIT #60-BROWN,NO BRAND,2.6729,$2.6729
010003003,FLAP DISC 4INCH GRIT #80-BROWN,NO BRAND,2.6729,$2.6729
010003004,FLAP DISC 4INCH GRIT #100-BROWN,NO BRAND,2.6729,$2.6729
010003005,FLAP DISC 4INCH GRIT #120-BROWN,NO BRAND,2.6729,$2.6729
010004030,SANDING BELT VSM AO 25X330MM #80,NO BRAND,4.0000,$4.0000
010005002,"SANDING DISC 4""XCC24",NO BRAND,0.6422,$0.6422
010005201,"SANDING DISC 7""XCC24",NO BRAND,1.6055,$1.6055
010005203,"SANDING DISC 7""XCC36",NO BRAND,1.8349,$1.8349
010005210,"SANDING DISC 7""XCC150",NO BRAND,1.7890,$1.7890
0106601121,MIRKA 77MM PAD SAVER 8294710111 - 5PPP,MIRKA,32.8440,$32.8440
01087038080,NRS SUPER GREEN FLEXIBLE SANDING WHEEL 100X3X16MM GRIT:80,NRS,3.1963,$3.1963
0110407004,3M STIKIT PAPER DISC ROLL P40  127MM (20PCS/ROLL),3M,19.0000,$19.0000
0110407005,3M STIKIT PAPER DISC ROLL P60  127MM (100PCS/ROLL),3M,82.1028,$82.1028
0110407006,3M STIKIT PAPER DISC ROLL P80  127MM (100PCS/ROLL),3M,42.6852,$42.6852
0110407007,3M STIKIT PAPER DISC ROLL P100  127MM(100PCS/ROLL),3M,40.0000,$40.0000
0110407008,3M STIKIT PAPER DISC ROLL P120  127MM(100PCS/ROLL),3M,40.0000,$40.0000
0110407009,3M STIKIT PAPER DISC ROLL P150  127MM 100PCS/ROLL,3M,40.0000,$40.0000
01104070091,3M STIKIT PAPER DISC ROLL P180  127MM (100PCS/ROOL),3M,40.0000,$40.0000
01104070093,3M STIKIT PAPER DISC ROLL P240  127MM (100PCS/ROLL),3M,40.0000,$40.0000
01104070094,3M STIKIT PAPER DISC ROLL P320  127MM (100PCS/ROLL),3M,40.0000,$40.0000
01104070095,3M STIKIT PAPER DISC ROLL P400  127MM (100PCS/ROLL),3M,40.0000,$40.0000
01104070096,3M STIKIT PAPER DISC ROLL P500  127MM (50PCS/ROLL),3M,20.0000,$20.0000
01104070108,3M FRE CUT SANDPAPER 215 G80,3M,0.7009,$0.7009
01104070109,3M FRE CUT SANDPAPER 215 G120,3M,0.7009,$0.7009
0110407011,3M FRE CUT SANDPAPER 215 G150,3M,0.7009,$0.7009
0110407012,3M FRE CUT SANDPAPER 215 G180,3M,0.7009,$0.7009
0110407014,3M FRE CUT SANDPAPER 215 G220,3M,0.7009,$0.7009
0110407015,3M FRE CUT SANDPAPER 215 G240,3M,0.7009,$0.7009
0110407016,3M FRE CUT SANDPAPER 215 G280,3M,0.7009,$0.7009
0110407017,3M FRE CUT SANDPAPER 215 G320,3M,0.7009,$0.7009
0110407018,3M FRE CUT SANDPAPER 215 G360,3M,0.7009,$0.7009
0110407019,3M FRE CUT SANDPAPER 215 G400,3M,0.7009,$0.7009
0110407021,3M PAINT & RUST STRIPPER 7771NA,3M,11.7290,$11.7290
0110407022,3M PAINT & RUST STRIPPER 03171,3M,9.3458,$9.3458
0110407033,"3M 361F 3MITE ROLOC DISC 2"" G60",3M,1.8692,$1.8692
0110413001,"3M WET & DRY SANDPAPER 333Q 9""X11"" G60",3M,0.5607,$0.5607
0110413002,"3M WET & DRY SANDPAPER 333Q 9""X11"" G80",3M,0.5607,$0.5607
0110413003,"3M WET & DRY SANDPAPER 333Q 9""X11"" G100",3M,0.5607,$0.5607
0110413004,"3M WET & DRY SANDPAPER 333Q 9""X11"" G120",3M,0.5607,$0.5607
0110413005,"3M WET & DRY SANDPAPER 333Q 9""X11"" G150",3M,0.5607,$0.5607
0110413006,"3M WET & DRY SANDPAPER 333Q 9""X11"" G180",3M,0.5607,$0.5607
0110413007,"3M WET & DRY SANDPAPER 333Q 9""X11"" G220",3M,0.5607,$0.5607
0110413008,"3M WET & DRY SANDPAPER 333Q 9""X11"" G320",3M,0.5607,$0.5607
0110413009,"3M WET & DRY SANDPAPER 333Q 9""X11"" G400",3M,0.5607,$0.5607
0110413010,"3M WET & DRY SANDPAPER 333Q 9""X11"" G600",3M,0.5607,$0.5607
0110413011,"3M WET & DRY SANDPAPER 333Q 9""X11"" G800",3M,0.5607,$0.5607
0110413012,"3M WET & DRY SANDPAPER 333Q 9""X11"" G1000",3M,0.5607,$0.5607
0110413013,"3M WET & DRY SANDPAPER 333Q 9""X11"" G1200",3M,0.5607,$0.5607
0110413014,"3M WET & DRY SANDPAPER 333Q 9""X11"" G1500",3M,0.5607,$0.5607
0110413101,3M FLEXIBLE FOAM SANDING SPONGE SUPERFINE,3M,1.9626,$1.9626
0110413102,3M FLEXIBLE FOAM SANDING SPONGE FINE,3M,1.9626,$1.9626
0110413103,3M FLEXIBLE FOAM SANDING SPONGE MEDIUM,3M,1.9626,$1.9626
0110413104,3M FLEXIBLE FOAM SANDING SPONGE ULTRAFINE,3M,1.9626,$1.9626
0110413201,"3M RANDOM ORBITAL(RO) 5"" DISC FINE",3M,2.5234,$2.5234
0110413202,"3M RANDOM ORBITAL(RO) 5"" DISC MEDIUM",3M,2.5234,$2.5234
0110413203,"3M RANDOM ORBITAL(RO) 5"" DISC COARSE",3M,2.5234,$2.5234
0110413301,3M CUBITRON II 982C FIBRE DSIC100MMX16MM G36,3M,3.7383,$3.7383
0110413302,3M CUBITRON II 982C FIBRE DSIC100MMX16MM G60,3M,3.7383,$3.7383
0110413303,3M CUBITRON II 982C FIBRE DSIC100MMX16MM G80,3M,3.7383,$3.7383
0110414001,"3M WHITE SUPER POLISH PAD 16""-4100",3M,10.0000,$10.0000
0110414002,"3M WHITE SUPER POLISH PAD 20""-4100",3M,20.0000,$20.0000
0110414003,"3M RED BUFFER PAD 16""-5100",3M,10.0000,$10.0000
01104140030,"3M RED BUFFER PAD 17""-5100",3M,12.9630,$12.9630
01104140031,"3M RED BUFFER PAD 18""-5100",3M,14.0278,$14.0278
0110414004,"3M RED BUFFER PAD 20""-5100",3M,15.4206,$15.4206
0110414005,"3M BLUE CLEANER PAD 16""-5300",3M,10.0000,$10.0000
0110414006,"3M GREEN SCRUB PAD 16""-5400",3M,10.0000,$10.0000
0110414007,"3M BLACK STRIPPER PAD 16""-7200",3M,10.0000,$10.0000
0110414008,"3M BLACK STRIPPER PAD 20""-7200",3M,17.0093,$17.0093
0110420351,"3M STIKIT DISC 5"" PAD 20351",3M,50.2294,$50.2294
0110420353,3M XTRACT LOW PROFILE BACKUP PAD 5” 125MM FOR ORBITAL SANDER- 5 HOLE VELCRO,3M,57.1500,$57.1500
011042255080,"3M HOOKIT 255P+ GOLD ABRASIVE DISCS 150MM(6"") GRIP:80",3M,1.1963,$1.1963
011042255100,"3M HOOKIT 255P+ GOLD ABRASIVE DISCS 150MM(6"") GRIP:100",3M,1.1963,$1.1963
011042255180,"3M HOOKIT 255P+ GOLD ABRASIVE DISCS 150MM(6"") GRIP:180",3M,1.1963,$1.1963
011042255240,"3M HOOKIT 255P+ GOLD ABRASIVE DISCS 150MM(6"") GRIP:240",3M,1.1963,$1.1963
011042255320,"3M HOOKIT 255P+ GOLD ABRASIVE DISCS 150MM(6"") GRIP:320",3M,1.1963,$1.1963
011090,"ALLRIGHT™ CUT OFF WHEEL 4"" 100MMX1MMX16MM",ALLRIGHT™,0.7339,$0.7339
0110900,"ALLRIGHT™ CUT OFF WHEEL 4"" 100MMX2MMX16MM-WA",ALLRIGHT™,0.8333,$0.8333
0110901,"ALLRIGHT™ CUT OFF WHEEL 4"" 100MMX2MMX16MM",ALLRIGHT™,0.7407,$0.7407
0110902,"ALLRIGHT™ CUT OFF WHEEL 5"" 125MMX2MMX22MM",ALLRIGHT™,1.3889,$1.3889
0110903,"ALLRIGHT™ CUT OFF WHEEL 6"" 150MMX2MMX22MM",ALLRIGHT™,1.7130,$1.7130
0110904,"ALLRIGHT™ CUT OFF WHEEL 7"" 180MMX3MMX22MM",ALLRIGHT™,2.0642,$2.0642
01109041,"ALLRIGHT™ CUT OFF WHEEL 9"" 230MMX3MMX22MM",ALLRIGHT™,3.6697,$3.6697
0110906,"ALLRIGHT™ CUT OFF WHEEL 12"" 305MMX3MMX25.4MM",ALLRIGHT™,3.6574,$3.6574
0110907,"ALLRIGHT™ CUT OFF WHEEL 14"" 355MMX3MMX25.4MM",ALLRIGHT™,4.0278,$4.0278
0110908,"ALLRIGHT™ CUT OFF WHEEL 16"" 405MMX3MMX25.4MM",ALLRIGHT™,4.7706,$4.7706
0110910,"ALLRIGHT™ GRINDING DISC 4"" 100MMX6MMX16MM A36",ALLRIGHT™,0.7870,$0.7870
0110912,"ALLRIGHT™ GRINDING DISC 5"" 125MMX6MMX22MM",ALLRIGHT™,1.5278,$1.5278
0110913,"ALLRIGHT™ GRINDING DISC 6"" 150MMX6MMX22MM",ALLRIGHT™,1.8056,$1.8056
0110914,"ALLRIGHT™ GRINDING DISC 7"" 180MMX6MMX22MM",ALLRIGHT™,2.1759,$2.1759
0110915,"ALLRIGHT™ GRINDING DISC 9"" 230MMX6MMX22MM",ALLRIGHT™,4.2661,$4.2661
0110916,"ALLRIGHT™ FLEX.DISC 4"" 100MMX2MMX16MM WA60",ALLRIGHT™,0.8796,$0.8796
0110917,"ALLRIGHT™ FLEX.DISC 4"" 100MMX2MMX16MM WA80",ALLRIGHT™,0.8796,$0.8796
0110918,"ALLRIGHT™ FLEX.DISC 4"" 100MMX2MMX16MM AC60",ALLRIGHT™,0.8796,$0.8796
0110919,"ALLRIGHT™ FLEX.DISC 4"" 100MMX2MMX16MM AC80",ALLRIGHT™,0.8796,$0.8796
011380132,"CHINA COMBINATION SHARPENING OIL STONE (AO) 8""X2""X1""",CHINA,2.5701,$2.5701
011380133,CHINA COMBINATION SHARPENING OIL STONE 200X50X25MM (120/320),CHINA,4.0000,$4.0000
0113801495,"CHINA SANDING CLOTH ROLL 1-1/2"" X #100",CHINA,12.0000,$12.0000
011380151,"CHINA SANDING CLOTH ROLL 2"" X #46",CHINA,16.0000,$16.0000
011380152,"CHINA SANDING CLOTH ROLL 2"" X #50",CHINA,16.0000,$16.0000
011380153,"CHINA SANDING CLOTH ROLL 2"" X #60",CHINA,16.0000,$16.0000
011380154,"CHINA SANDING CLOTH ROLL 2"" X #80",CHINA,16.0000,$16.0000
011380155,"CHINA SANDING CLOTH ROLL 2"" X #100",CHINA,16.0000,$16.0000
011380156,"CHINA SANDING CLOTH ROLL 2"" X #120",CHINA,16.0000,$16.0000
011380157,"CHINA SANDING CLOTH ROLL 2"" X #150",CHINA,16.0000,$16.0000
011380158,"CHINA SANDING CLOTH ROLL 2"" X #180",CHINA,16.0000,$16.0000
011380159,"CHINA SANDING CLOTH ROLL 2"" X #240",CHINA,16.0000,$16.0000
011380160,"CHINA SANDING CLOTH ROLL 2"" X #320",CHINA,15.0000,$15.0000
011380161,"CHINA SANDING CLOTH ROLL 3"" X #40",CHINA,24.5047,$24.5047
011380162,"CHINA SANDING CLOTH ROLL 3"" X #60",CHINA,24.5047,$24.5047
011380163,"CHINA SANDING CLOTH ROLL 3"" X #80",CHINA,24.5047,$24.5047
011380164,"CHINA SANDING CLOTH ROLL 3"" X #100",CHINA,24.5047,$24.5047
011380165,"CHINA SANDING CLOTH ROLL 3"" X #120",CHINA,24.5047,$24.5047
011380166,"CHINA SANDING CLOTH ROLL 3"" X #150",CHINA,24.5047,$24.5047
011380167,"CHINA SANDING CLOTH ROLL 3"" X #180",CHINA,24.5047,$24.5047
011380168,"CHINA SANDING CLOTH ROLL 3"" X #240",CHINA,24.5047,$24.5047
011380169,"CHINA SANDING CLOTH ROLL 3"" X #280",CHINA,24.5047,$24.5047
011380170,"CHINA SANDING CLOTH ROLL 3"" X #320",CHINA,24.5047,$24.5047
0113801705,"CHINA SANDING CLOTH ROLL 4"" X 50M #100",CHINA,95.0000,$95.0000
01138017052,"CHINA SANDING CLOTH ROLL 4"" X 50M #150",CHINA,95.0000,$95.0000
011380202,"SANDPAPER ROLL PKE51- 4"" X G60 PER METER",CHINA,1.5278,$1.5278
011380203,"SANDPAPER ROLL PKE51- 4"" X G80 PER METER",CHINA,1.5278,$1.5278
011380204,"SANDPAPER ROLL PKE51- 4"" X G100 PER METER",CHINA,1.5278,$1.5278
011380205,"SANDPAPER ROLL PKE51- 4"" X G120 PER METER",CHINA,1.5278,$1.5278
011380206,"SANDPAPER ROLL PKE51- 4"" X G40 PER METER",CHINA,1.5278,$1.5278
011380207,"SANDPAPER ROLL PKE51- 4"" X G150 PER METER",CHINA,1.5278,$1.5278
011380208,"SANDPAPER ROLL PKE51- 4"" X G180 PER METER",CHINA,1.5278,$1.5278
011380210,"SANDPAPER ROLL PKE51 - 4"" X G240 PER METER",CHINA,1.4953,$1.4953
011380211,"SANDPAPER ROLL PKE51- 8"" X 50M G36",CHINA,80.0000,$80.0000
011380221,"SANDPAPER ROLL BKY71- 8"" X 50M G36",CHINA,110.0000,$110.0000
011380223,"SANDPAPER ROLL BKY71- 8"" X 50M G80",CHINA,110.0000,$110.0000
011380302,CN STONE GRINDING WHEEL FOR MINI BENCH GRINDER - 75MM X 20MM A80,CHINA,5.0000,$5.0000
011380311,CN SPONGE GRINDING WHEEL FOR MINI BENCH GRINDER - 75MM X 18MM,CHINA,6.2500,$6.2500
0113810180,FINISHING OIL GRINDING STONE 12WX4TX160MM LENGHT #180,CHINA,3.0000,$3.0000
0113810240,FINISHING OIL GRINDING STONE 12WX4TX160MM LENGHT #240,CHINA,3.0000,$3.0000
